marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
MERCEDES-BENZ,CLASE GLA,2,2024,6410.0,0 EMISIONES,36.0,55550.00,43800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1609.0,385.0,5.0,5.0,2729.0,2300.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,210.0,7.90
MERCEDES-BENZ,EQA,12,2023,5049.0,0 EMISIONES,36.0,57031.00,42400.00,STERN MOTOR,Barcelona,Cataluña,delantera,4463.0,1834.0,1608.0,340.0,5.0,5.0,2729.0,2470.0,,,,,,Eléctrico,,,,Automático,1.0,140.0,190.0,375.0,160.0,8.90
MERCEDES-BENZ,CLASE GLE,4,2022,39096.0,C,24.0,104413.00,83400.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4939.0,2010.0,1730.0,655.0,5.0,5.0,2915.0,3040.0,6.90,4.80,8.80,183.00,85.00,Diesel,6.0,2925.0,Turbo de geometría variable,Automático,9.0,243.0,330.0,700.0,240.0,5.70
MERCEDES-BENZ,CLASE B,4,2024,11449.0,ECO,36.0,44630.00,41500.00,STERN MOTOR,Barcelona,Cataluña,delantera,4419.0,1796.0,1562.0,455.0,5.0,5.0,2729.0,2000.0,,,,,43.00,Gasolina,4.0,1332.0,Turbo,Automático,7.0,120.0,163.0,270.0,223.0,8.40
MERCEDES-BENZ,CLASE GLC,3,2017,87498.0,C,12.0,49100.00,33300.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4656.0,1890.0,1644.0,550.0,5.0,5.0,2873.0,2500.0,5.00,4.70,5.50,129.00,57.00,Diesel,4.0,2143.0,Turbo de geometría variable,Automático,9.0,125.0,170.0,400.0,210.0,8.30
MERCEDES-BENZ,CLASE A,4,2023,18374.0,ECO,36.0,58499.00,42300.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4428.0,1796.0,1445.0,350.0,5.0,5.0,2729.0,2060.0,,,,,51.00,Gasolina,4.0,1991.0,Turbo,Automático,8.0,165.0,224.0,350.0,250.0,6.30
MERCEDES-BENZ,CLASE GLA,2,2024,6525.0,0 EMISIONES,36.0,55550.00,43800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1609.0,385.0,5.0,5.0,2729.0,2300.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,210.0,7.90
MERCEDES-BENZ,CLASE GLA,12,2023,7695.0,0 EMISIONES,36.0,55550.00,43800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1609.0,385.0,5.0,5.0,2729.0,2300.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,210.0,7.90
MERCEDES-BENZ,CLASE GLA,2,2024,7476.0,0 EMISIONES,36.0,55550.00,43800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1609.0,385.0,5.0,5.0,2729.0,2300.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,210.0,7.90
MERCEDES-BENZ,EQB,7,2023,15286.0,0 EMISIONES,36.0,61063.00,48200.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4684.0,1834.0,1667.0,495.0,5.0,5.0,2829.0,2580.0,,,,,,Eléctrico,,,,Automático,1.0,168.0,228.0,390.0,160.0,8.00
MERCEDES-BENZ,CLASE CLE,1,2024,6608.0,ECO,36.0,61209.00,71300.00,STERN MOTOR,Barcelona,Cataluña,trasera,4850.0,1861.0,1423.0,420.0,5.0,2.0,2865.0,2345.0,,,,,66.00,Diesel,4.0,1993.0,Turbo de geometría variable,Automático,9.0,145.0,197.0,440.0,238.0,7.50
MERCEDES-BENZ,CLASE GLC,8,2020,20082.0,ECO,24.0,55545.00,44700.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4658.0,1890.0,1644.0,550.0,5.0,5.0,2873.0,2400.0,,,,,66.00,Gasolina,4.0,1991.0,Turbo,Automático,9.0,145.0,197.0,320.0,215.0,7.90
MERCEDES-BENZ,CLASE GLE,10,2020,81469.0,C,24.0,104413.00,73300.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4939.0,2010.0,1730.0,655.0,5.0,5.0,2915.0,3040.0,6.90,4.80,8.80,183.00,85.00,Diesel,6.0,2925.0,Turbo de geometría variable,Automático,9.0,243.0,330.0,700.0,240.0,5.70
MERCEDES-BENZ,CLASE GLC,6,2020,107346.0,C,24.0,65000.00,45750.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4742.0,1890.0,1602.0,500.0,5.0,5.0,2873.0,2530.0,5.80,4.10,7.50,152.00,66.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,9.0,180.0,245.0,500.0,233.0,6.60
MERCEDES-BENZ,CLASE GLE,2,2017,125325.0,C,12.0,70600.00,36800.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4819.0,1935.0,1796.0,690.0,5.0,5.0,2915.0,2950.0,7.50,6.80,8.80,191.00,93.00,Diesel,6.0,2987.0,Turbo de geometría variable,Automático,9.0,190.0,258.0,620.0,225.0,7.10
MERCEDES-BENZ,CLASE CLA,2,2024,8307.0,C,36.0,45564.00,38300.00,STERN MOTOR,Barcelona,Cataluña,delantera,4688.0,1830.0,1427.0,445.0,5.0,4.0,2729.0,2085.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,226.0,8.50
MERCEDES-BENZ,CLASE GLC,6,2024,4645.0,0 EMISIONES,36.0,68000.00,79850.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4716.0,1920.0,1647.0,470.0,5.0,5.0,2888.0,2920.0,,,,,62.00,Híbrido Enchufable,4.0,1993.0,Turbo,Automático,9.0,245.0,333.0,750.0,217.0,6.40
MERCEDES-BENZ,CLASE A,6,2024,2463.0,0 EMISIONES,36.0,50804.00,39500.00,STERN MOTOR,Barcelona,Cataluña,delantera,4428.0,1796.0,1452.0,310.0,5.0,4.0,2729.0,2170.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,225.0,7.40
MERCEDES-BENZ,CLASE CLA,8,2023,10872.0,ECO,36.0,85365.00,79800.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4701.0,1857.0,1413.0,460.0,5.0,4.0,2729.0,2175.0,,,,,51.00,Gasolina,4.0,1991.0,,Automático,8.0,310.0,422.0,500.0,270.0,4.10
MERCEDES-BENZ,CLASE CLA,11,2022,38219.0,C,24.0,65636.00,49500.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4695.0,1834.0,1404.0,460.0,5.0,4.0,2729.0,2115.0,7.20,5.40,9.40,165.00,51.00,Gasolina,4.0,1991.0,,Automático,7.0,225.0,306.0,400.0,250.0,4.90
MERCEDES-BENZ,CLASE CLA,6,2024,1796.0,0 EMISIONES,36.0,52100.00,49900.00,STERN MOTOR,Barcelona,Cataluña,delantera,4688.0,1830.0,1450.0,395.0,5.0,4.0,2729.0,2215.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,270.0,229.0,7.60
MERCEDES-BENZ,CLASE GLA,7,2024,3361.0,ECO,36.0,46503.00,45800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1616.0,425.0,5.0,5.0,2729.0,2070.0,,,,,43.00,Gasolina,4.0,1332.0,Turbo,Automático,7.0,120.0,163.0,250.0,210.0,8.90
MERCEDES-BENZ,CLASE C,6,2024,2515.0,ECO,36.0,55858.00,54200.00,STERN MOTOR,Barcelona,Cataluña,trasera,4751.0,1820.0,1454.0,490.0,5.0,5.0,2840.0,2400.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,147.0,200.0,440.0,242.0,7.40
MERCEDES-BENZ,CITAN,6,2023,29060.0,C,24.0,27689.00,28800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4498.0,1919.0,1813.0,517.0,5.0,5.0,2716.0,2174.0,,,,,56.00,Diesel,4.0,1461.0,Turbo,Manual,6.0,70.0,95.0,260.0,164.0,15.50
MERCEDES-BENZ,CLASE A,7,2024,6070.0,C,36.0,41862.00,40200.00,STERN MOTOR,Barcelona,Cataluña,delantera,4428.0,1796.0,1440.0,345.0,5.0,5.0,2729.0,2010.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,85.0,116.0,280.0,202.0,9.70
MERCEDES-BENZ,AMG GT,5,2015,70416.0,C,12.0,167365.00,87500.00,STERN MOTOR,Barcelona,Cataluña,trasera,4546.0,1939.0,1288.0,,2.0,3.0,2630.0,1890.0,9.60,7.90,12.50,224.00,75.00,Gasolina,8.0,3982.0,Turbo,Automático,7.0,375.0,510.0,650.0,310.0,3.80
MERCEDES-BENZ,CLASE GLE,6,2024,5326.0,0 EMISIONES,36.0,104979.00,97500.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4941.0,2018.0,1716.0,510.0,5.0,5.0,2935.0,3180.0,,,,,65.00,Híbrido Enchufable,4.0,1999.0,Turbo de geometría variable,Automático,9.0,280.0,381.0,650.0,210.0,6.10
MERCEDES-BENZ,CITAN,2,2023,13676.0,C,24.0,27689.00,29800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4498.0,1919.0,1813.0,517.0,5.0,5.0,2716.0,2174.0,,,,,56.00,Diesel,4.0,1461.0,Turbo,Manual,6.0,70.0,95.0,260.0,164.0,15.50
MERCEDES-BENZ,CLASE GLC,5,2020,83300.0,C,24.0,87498.00,63500.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4729.0,1931.0,1585.0,500.0,5.0,5.0,2873.0,2460.0,10.20,7.10,13.20,232.00,66.00,Gasolina,6.0,2996.0,Turbo,Automático,9.0,287.0,390.0,520.0,250.0,4.90
MERCEDES-BENZ,CLASE GLC,2,2020,93103.0,C,24.0,59961.00,41800.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4658.0,1890.0,1644.0,550.0,5.0,5.0,2873.0,2510.0,5.70,4.00,7.40,151.00,66.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,9.0,180.0,245.0,500.0,231.0,6.50
VOLKSWAGEN,PASSAT,2,2012,170000.0,B,12.0,33080.00,12950.00,COCHES AMB,Madrid,Madrid,delantera,4769.0,1820.0,1470.0,565.0,5.0,4.0,2712.0,2100.0,4.60,3.70,6.00,119.00,70.00,Diesel,4.0,1968.0,Turbo de geometría variable,Manual,6.0,103.0,140.0,320.0,211.0,9.80
MERCEDES-BENZ,CLASE GLC,5,2021,49948.0,C,24.0,55136.00,46800.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4658.0,1890.0,1644.0,550.0,5.0,5.0,2873.0,2500.0,5.20,3.60,6.80,137.00,66.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,9.0,143.0,194.0,400.0,215.0,7.90
MERCEDES-BENZ,CLASE GLA,12,2023,8517.0,0 EMISIONES,36.0,55550.00,43800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4412.0,1834.0,1609.0,385.0,5.0,5.0,2729.0,2300.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,210.0,7.90
MERCEDES-BENZ,CLASE C,4,2023,10667.0,ECO,36.0,93146.00,85600.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4791.0,1824.0,1450.0,455.0,5.0,4.0,2865.0,2350.0,,,,,66.00,Gasolina,4.0,1991.0,Turbo,Automático,9.0,300.0,408.0,500.0,250.0,4.60
MERCEDES-BENZ,CLASE CLA,7,2024,5426.0,C,36.0,46688.00,42800.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4688.0,1830.0,1444.0,460.0,5.0,4.0,2729.0,2115.0,4.50,3.00,5.60,120.00,51.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,222.0,8.50
MERCEDES-BENZ,CLASE G,3,2020,87161.0,C,24.0,158738.00,135500.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4817.0,1931.0,1969.0,454.0,5.0,5.0,2850.0,3150.0,,,,,100.00,Gasolina,8.0,3982.0,,Automático,9.0,310.0,422.0,610.0,210.0,5.90
MERCEDES-BENZ,CLASE A,7,2024,6726.0,0 EMISIONES,36.0,50804.00,41800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4428.0,1796.0,1452.0,310.0,5.0,4.0,2729.0,2170.0,,,,,35.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,8.0,160.0,218.0,450.0,225.0,7.40
MERCEDES-BENZ,CLASE A,7,2024,5205.0,C,36.0,42827.00,39800.00,STERN MOTOR,Barcelona,Cataluña,delantera,4558.0,1796.0,1446.0,395.0,5.0,4.0,2729.0,2030.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,85.0,116.0,280.0,206.0,9.90
MERCEDES-BENZ,CLASE V,7,2020,94053.0,C,24.0,55632.00,45800.00,STERN MOTOR,Barcelona,Cataluña,trasera,5140.0,1928.0,1980.0,,5.0,5.0,3200.0,3050.0,6.70,5.70,8.30,176.00,57.00,Diesel,4.0,2143.0,Turbo de geometría variable,Automático,7.0,100.0,136.0,330.0,183.0,14.40
MERCEDES-BENZ,CLASE A,2,2022,36384.0,C,36.0,63181.00,54500.00,STERN MOTOR,Barcelona,Cataluña,total permanente,4436.0,1797.0,1405.0,370.0,5.0,5.0,2729.0,2070.0,7.30,6.10,9.30,167.00,51.00,Gasolina,4.0,1991.0,Turbo,Automático,7.0,225.0,306.0,400.0,250.0,4.70
MERCEDES-BENZ,CLASE A,4,2019,118831.0,C,24.0,33772.00,22750.00,STERN MOTOR,Barcelona,Cataluña,delantera,4419.0,1796.0,1440.0,360.0,5.0,5.0,2729.0,1935.0,3.90,3.90,4.70,103.00,43.00,Diesel,4.0,1461.0,Turbo de geometría variable,Automático,7.0,85.0,116.0,260.0,202.0,10.50
MERCEDES-BENZ,CLASE C,7,2024,7782.0,ECO,36.0,49883.00,51800.00,STERN MOTOR,Barcelona,Cataluña,trasera,4751.0,1820.0,1437.0,,5.0,4.0,2865.0,2350.0,,,,,66.00,Diesel,4.0,1992.0,Turbo,Automático,9.0,120.0,163.0,380.0,230.0,7.70
MERCEDES-BENZ,CLASE GLA,1,2015,113497.0,C,12.0,32307.00,18500.00,STERN MOTOR,Barcelona,Cataluña,delantera,4417.0,1804.0,1494.0,421.0,5.0,5.0,2699.0,2020.0,4.40,3.80,5.40,110.00,50.00,Diesel,4.0,2143.0,Turbo de geometría variable,Manual,6.0,100.0,136.0,300.0,205.0,10.00
SKODA,OCTAVIA,3,2023,16200.0,C,12.0,32743.00,24900.00,SKOMOVIL MURCIA,Murcia,Murcia,delantera,4689.0,1829.0,1468.0,640.0,5.0,5.0,2686.0,1924.0,4.30,3.80,5.10,93.00,50.00,Diesel,4.0,1968.0,Turbo de geometría variable,Manual,6.0,85.0,115.0,300.0,205.0,10.40
BMW,SERIE 5,4,2019,74000.0,0 EMISIONES,12.0,63450.00,34950.00,COCHES AMB,Madrid,Madrid,trasera,4936.0,1868.0,1483.0,410.0,5.0,4.0,2975.0,2420.0,1.70,,,36.00,46.00,Híbrido Enchufable,4.0,1998.0,Turbo,Automático,8.0,185.0,251.0,420.0,235.0,6.10
PORSCHE,MACAN,1,2022,55000.0,C,12.0,111643.00,94900.00,BOX SPORT BCN,Barcelona,Cataluña,total permanente,4726.0,1927.0,1596.0,458.0,5.0,5.0,2807.0,2580.0,,,,,65.00,Gasolina,6.0,2894.0,Turbo,Automático,7.0,324.0,440.0,550.0,272.0,4.50
AUDI,A5,6,2020,104000.0,ECO,12.0,53187.00,34950.00,COCHES AMB,Madrid,Madrid,delantera,4757.0,1843.0,1398.0,480.0,5.0,5.0,2824.0,2065.0,5.80,4.70,7.70,132.00,54.00,Gasolina,4.0,1984.0,Turbo de geometría variable,Automático,7.0,140.0,190.0,320.0,241.0,7.50
LAND-ROVER,RANGE ROVER SPORT,7,2020,61420.0,C,12.0,89200.00,56490.00,CLICARS MADRID,Madrid,Madrid,total permanente,4850.0,2073.0,1780.0,784.0,5.0,5.0,2923.0,3000.0,7.00,6.40,7.90,185.00,80.00,Diesel,6.0,2993.0,Turbo,Automático,8.0,225.0,306.0,700.0,210.0,7.20
KIA,STONIC,1,2024,31328.0,ECO,12.0,25370.00,20990.00,CLICARS MADRID,Madrid,Madrid,delantera,4140.0,1760.0,1500.0,352.0,5.0,5.0,2580.0,1680.0,,,,100.00,45.00,Gasolina,3.0,,Turbo,Manual,6.0,74.0,100.0,172.0,183.0,10.70
KIA,STONIC,12,2022,66255.0,ECO,12.0,25370.00,16490.00,CLICARS MADRID,Madrid,Madrid,delantera,4140.0,1760.0,1500.0,352.0,5.0,5.0,2580.0,1680.0,,,,100.00,45.00,Gasolina,3.0,,Turbo,Manual,6.0,74.0,100.0,172.0,183.0,10.70
JEEP,RENEGADE,7,2022,8751.0,0 EMISIONES,12.0,47250.00,26990.00,CLICARS MADRID,Madrid,Madrid,total permanente,4236.0,1805.0,1684.0,330.0,5.0,5.0,2570.0,2315.0,,,,,37.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,6.0,177.0,240.0,270.0,199.0,7.10
JEEP,RENEGADE,7,2022,75148.0,C,12.0,29250.00,16990.00,CLICARS MADRID,Madrid,Madrid,delantera,4236.0,1805.0,1667.0,351.0,5.0,5.0,2570.0,1860.0,5.70,4.90,7.00,128.00,48.00,Gasolina,3.0,,Turbo,Manual,6.0,88.0,120.0,190.0,185.0,11.20
JEEP,RENEGADE,5,2022,46403.0,C,12.0,29750.00,17990.00,CLICARS MADRID,Madrid,Madrid,delantera,4236.0,1805.0,1667.0,351.0,5.0,5.0,2570.0,1860.0,5.70,4.90,7.00,128.00,48.00,Gasolina,3.0,,Turbo,Manual,6.0,88.0,120.0,190.0,185.0,11.20
MAZDA,CX-30,7,2022,29898.0,ECO,12.0,33686.00,25490.00,CLICARS MADRID,Madrid,Madrid,delantera,4395.0,1795.0,1540.0,430.0,5.0,5.0,2655.0,1965.0,,,,,48.00,Gasolina,4.0,1998.0,,Manual,6.0,137.0,186.0,240.0,204.0,8.30
AUDI,A6,10,2020,95000.0,ECO,12.0,57978.00,28950.00,COCHES AMB,Madrid,Madrid,delantera,4939.0,1886.0,1470.0,565.0,5.0,5.0,2924.0,2330.0,4.30,3.80,4.60,112.00,63.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,120.0,163.0,370.0,219.0,9.50
JEEP,RENEGADE,6,2021,71843.0,0 EMISIONES,12.0,42550.00,19990.00,CLICARS MADRID,Madrid,Madrid,total permanente,4236.0,1805.0,1684.0,330.0,5.0,5.0,2570.0,2320.0,,,,44.00,48.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,6.0,140.0,190.0,270.0,182.0,7.50
HYUNDAI,TUCSON,5,2020,90782.0,ECO,12.0,31615.00,18490.00,CLICARS MADRID,Madrid,Madrid,delantera,4480.0,1850.0,1660.0,513.0,5.0,5.0,2670.0,1925.0,4.20,4.10,4.20,110.00,62.00,Diesel,4.0,1598.0,Turbo,Manual,6.0,85.0,116.0,280.0,175.0,11.80
JEEP,RENEGADE,5,2021,71430.0,0 EMISIONES,12.0,42550.00,21290.00,CLICARS MADRID,Madrid,Madrid,total permanente,4236.0,1805.0,1684.0,330.0,5.0,5.0,2570.0,2320.0,,,,44.00,48.00,Híbrido Enchufable,4.0,1332.0,Turbo,Automático,6.0,140.0,190.0,270.0,182.0,7.50
MAZDA,CX-3,10,2017,88767.0,C,12.0,24930.00,16390.00,CLICARS MADRID,Madrid,Madrid,delantera,4275.0,1765.0,1535.0,350.0,5.0,5.0,2570.0,1730.0,5.80,4.90,7.30,136.00,48.00,Gasolina,4.0,1998.0,,Automático,6.0,88.0,120.0,204.0,187.0,9.90
MAZDA,3,6,2024,5387.0,ECO,12.0,31550.00,27890.00,CLICARS MADRID,Madrid,Madrid,delantera,4460.0,1795.0,1435.0,354.0,5.0,5.0,2725.0,1907.0,,,,,51.00,Gasolina,4.0,1998.0,Turbo de geometría variable,Automático,6.0,90.0,122.0,213.0,,10.80
MAZDA,3,6,2024,5466.0,ECO,12.0,31550.00,27290.00,CLICARS MADRID,Madrid,Madrid,delantera,4460.0,1795.0,1435.0,354.0,5.0,5.0,2725.0,1907.0,,,,,51.00,Gasolina,4.0,1998.0,Turbo de geometría variable,Automático,6.0,90.0,122.0,213.0,,10.80
HYUNDAI,I30,1,2023,40009.0,C,12.0,38000.00,31490.00,CLICARS MADRID,Madrid,Madrid,delantera,4340.0,1795.0,1444.0,381.0,5.0,5.0,2650.0,1920.0,,,,161.00,50.00,Gasolina,4.0,1998.0,Turbo,Manual,6.0,184.0,250.0,353.0,,
HYUNDAI,I30,4,2022,28062.0,ECO,12.0,29385.00,18990.00,CLICARS MADRID,Madrid,Madrid,delantera,4455.0,1795.0,1425.0,450.0,5.0,5.0,2650.0,1820.0,5.50,4.90,6.50,102.00,50.00,Gasolina,3.0,,Turbo,Manual,6.0,88.0,120.0,172.0,188.0,11.50
FORD,FIESTA,5,2019,34267.0,C,12.0,19880.00,12490.00,CLICARS MADRID,Madrid,Madrid,delantera,4040.0,1735.0,1476.0,292.0,5.0,5.0,2493.0,1670.0,4.30,3.60,5.40,113.00,42.00,Gasolina,3.0,,Turbo,Manual,6.0,74.0,100.0,170.0,183.0,10.50
BMW,SERIE 6,7,2013,189000.0,C,12.0,154450.00,39950.00,COCHES AMB,Madrid,Madrid,trasera,5011.0,1899.0,1393.0,460.0,5.0,4.0,2964.0,2410.0,9.90,7.60,14.00,231.00,80.00,Gasolina,8.0,4395.0,Turbo,Automático,7.0,412.0,560.0,680.0,250.0,4.20
LEXUS,NX,3,2016,80791.0,ECO,12.0,42150.00,23990.00,CLICARS MADRID,Madrid,Madrid,delantera,4630.0,1845.0,1645.0,555.0,5.0,5.0,2660.0,2245.0,5.40,3.70,7.00,119.00,56.00,Híbrido Enchufable,4.0,2494.0,,Automático,1.0,145.0,197.0,210.0,,9.30
FORD,FIESTA,11,2019,112194.0,C,12.0,18340.00,11490.00,CLICARS MADRID,Madrid,Madrid,delantera,4040.0,1735.0,1476.0,292.0,5.0,5.0,2493.0,1675.0,3.50,3.20,4.30,92.00,42.00,Diesel,4.0,1499.0,Turbo,Manual,6.0,63.0,85.0,215.0,175.0,12.50
VOLVO,XC40,12,2018,106000.0,C,12.0,33800.00,20950.00,COCHES AMB,Madrid,Madrid,delantera,4425.0,1863.0,1652.0,460.0,5.0,5.0,2702.0,2250.0,4.90,4.50,5.50,128.00,54.00,Diesel,4.0,1969.0,Turbo de geometría variable,Manual,6.0,110.0,150.0,320.0,200.0,9.90
AUDI,A6,8,2020,93000.0,ECO,12.0,63439.00,34950.00,COCHES AMB,Madrid,Madrid,total permanente,4939.0,1886.0,1470.0,565.0,5.0,5.0,2924.0,2425.0,4.40,4.10,4.80,118.00,63.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,150.0,204.0,400.0,241.0,7.80
MERCEDES-BENZ,CLASE CLA,8,2020,99000.0,C,12.0,37428.00,25950.00,COCHES AMB,Madrid,Madrid,,,,,,,,,,,,,,,,,,,Automático,,,,,,
LAND-ROVER,RANGE ROVER SPORT,7,2016,125000.0,C,12.0,122600.00,34900.00,ICONIC MOTOR GALLERY,Barcelona,Cataluña,total permanente,4850.0,2073.0,1780.0,784.0,5.0,5.0,2923.0,3050.0,12.80,9.70,18.30,298.00,105.00,Gasolina,8.0,5000.0,Turbo,Automático,8.0,375.0,510.0,625.0,250.0,5.30
BMW,SERIE 5,10,2020,89000.0,0 EMISIONES,12.0,69450.00,31950.00,COCHES AMB,Madrid,Madrid,trasera,4963.0,1868.0,1483.0,410.0,5.0,4.0,2975.0,2505.0,1.70,,,39.00,46.00,Híbrido Enchufable,4.0,1998.0,Turbo,Automático,8.0,215.0,292.0,300.0,235.0,5.90
VOLVO,XC40,3,2019,94000.0,C,12.0,31650.00,21950.00,COCHES AMB,Madrid,Madrid,delantera,4425.0,1863.0,1652.0,460.0,5.0,5.0,2702.0,2060.0,6.20,5.40,7.60,144.00,54.00,Gasolina,3.0,1477.0,Turbo,Manual,6.0,115.0,156.0,265.0,200.0,9.40
SEAT,LEÓN,9,2005,180000.0,B,12.0,19230.00,4990.00,Gtcars,Madrid,Madrid,delantera,4315.0,1768.0,1458.0,341.0,5.0,5.0,2578.0,1783.0,7.60,6.00,10.40,180.00,55.00,Gasolina,4.0,1595.0,,Manual,5.0,75.0,102.0,148.0,184.0,11.70
MERCEDES-BENZ,CLASE SLC,3,2016,106741.0,C,12.0,50175.00,35900.00,AUTOMOVILES CIPRES,Málaga,Andalucía,trasera,4133.0,1810.0,1301.0,180.0,2.0,2.0,2430.0,1905.0,4.40,3.90,5.20,114.00,60.00,Diesel,4.0,2143.0,Turbo de geometría variable,Automático,9.0,150.0,204.0,500.0,245.0,6.60
MAZDA,CX-5,7,2024,100.0,ECO,,38283.00,34990.00,AUTOBAGES,Barcelona,Cataluña,delantera,4550.0,1840.0,1675.0,506.0,5.0,5.0,2700.0,2020.0,,,,,56.00,Gasolina,4.0,1998.0,Turbo,Manual,6.0,121.0,165.0,213.0,201.0,10.70
MERCEDES-BENZ,CLASE A,8,2020,10000.0,C,12.0,33797.00,28500.00,OUTLET CARS CERDANYOLA,Barcelona,Cataluña,delantera,4549.0,1796.0,1446.0,405.0,5.0,4.0,2729.0,1905.0,5.50,3.80,7.10,124.00,43.00,Gasolina,4.0,1332.0,Turbo,Automático,7.0,100.0,136.0,200.0,216.0,8.90
FORD,KUGA,5,2023,20486.0,ECO,,45538.00,31500.00,FORD AUTO PALACIOS,León,Castilla y León,delantera,4614.0,1883.0,1678.0,405.0,5.0,5.0,2710.0,2280.0,5.30,4.60,6.40,119.00,45.00,Híbrido Enchufable,4.0,2488.0,Turbo,Automático,8.0,140.0,190.0,200.0,196.0,9.50
FORD,KUGA,10,2024,830.0,ECO,,41562.00,33900.00,FORD AUTO PALACIOS,León,Castilla y León,delantera,4615.0,1882.0,1651.0,412.0,5.0,5.0,2711.0,1689.0,,,,,54.00,Híbrido Enchufable,4.0,2488.0,Turbo,Automático,8.0,132.0,180.0,,196.0,9.10
VOLKSWAGEN,POLO,3,2013,209000.0,B,,16900.00,7500.00,Cars Gandia,Valencia,Valencia,delantera,3970.0,1682.0,1488.0,280.0,5.0,3.0,2470.0,1620.0,3.80,3.30,4.60,99.00,45.00,Diesel,3.0,1199.0,Turbo,Manual,5.0,55.0,75.0,180.0,170.0,17.50
SEAT,ARONA,6,2023,2856.0,C,12.0,24640.00,20450.00,ROYB MOTOR CADIZ,Cádiz,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
SEAT,ARONA,10,2023,5.0,C,,24640.00,26590.00,ROYB MOTOR CADIZ,Cádiz,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
