id_provincia,link_coche,fecha_extraccion,kilometraje,id_concesionario,id_distintivo_ambiental,garantia,precio_contado,precio_nuevo,largo,ancho,alto,capacidad_maletero,num_plazas,batalla,peso,num_puertas,consumo_medio,consumo_carretera,consumo_urbano,deposito,combustible,cilindrada,tipo_cambio,id_traccion,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion,mes_matriculacion,ano_matriculacion,co2,num_cilindros,id_sobrealimentacion,id_marca,id_modelo
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-5-tsi-evo-bm-sport-96kw-1-ref14124496,26/11/2024,106262,JARMAUTO,C,12.0,18500.0,28602.0,4258.0,1790.0,1492.0,380.0,5,2620,1780,5,5.0,4.2,6.4,50.0,Gasolina,1498,Manual,delantera,6,96,130,200,210,9.1,10,2019,119.0,4,Turbo,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-arteon-ocasion/arteon-2-0tdi-r-line110kw-ref14165612,26/11/2024,36851,JARMAUTO,C,12.0,32500.0,60479.0,4866.0,1871.0,1460.0,563.0,5,2840,2170,5,4.4,3.9,5.3,66.0,Diesel,1968,Automático,delantera,7,110,150,360,220,9.1,6,2021,110.0,4,Turbo de geometría variable,VOLKSWAGEN,ARTEON
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-1-5-tsi-r-line-dsg-110kw-ref14165613,26/11/2024,78907,JARMAUTO,C,12.0,33900.0,50292.0,4509.0,1839.0,1675.0,615.0,5,2678,2140,5,,,,58.0,Gasolina,1498,Automático,delantera,7,110,150,250,203,,5,2021,,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-advance-dsg-150-ref14133267,26/11/2024,101941,JARMAUTO,C,12.0,25600.0,39154.0,4486.0,1839.0,1632.0,615.0,5,2677,2210,5,4.8,4.4,5.6,58.0,Diesel,1968,Automático,delantera,7,110,150,340,202,9.3,7,2020,126.0,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-2-0tdi-golf-85kw-ref14238140,26/11/2024,77073,JARMAUTO,C,12.0,20900.0,32038.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,,,,50.0,Diesel,1968,Manual,delantera,6,85,115,300,202,10.2,6,2022,,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-5-tsi-sport-dsg7-110kw-ref14194884,26/11/2024,27554,JARMAUTO,C,12.0,22500.0,31929.0,4110.0,1782.0,1558.0,455.0,5,2563,1750,5,,,,40.0,Gasolina,1498,Automático,delantera,7,110,150,250,193,10.2,11,2020,,4,Turbo,VOLKSWAGEN,T-CROSS
Madrid,https://www.autocasion.com/coches-segunda-mano/lexus-nx-ocasion/nx-300h-business-navigation-2wd-6-ref14169188,26/11/2024,67303,JARMAUTO,ECO,12.0,29900.0,47031.0,4630.0,1845.0,1645.0,555.0,5,2660,2245,5,5.5,3.7,7.0,56.0,Híbrido Enchufable,2494,Automático,delantera,1,145,197,210,,9.3,12,2020,127.0,4,,LEXUS,NX
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-1-4-ehibrid-r-line-180kw-ref14203938,26/11/2024,9623,JARMAUTO,0 EMISIONES,12.0,43500.0,56648.0,4509.0,1839.0,1672.0,615.0,5,2680,2140,5,,,,45.0,Híbrido Enchufable,1395,Automático,delantera,6,180,245,400,205,7.5,11,2023,,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-2-0tdi-golf-85kw-ref14238141,26/11/2024,55830,JARMAUTO,C,12.0,20700.0,32038.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,,,,50.0,Diesel,1968,Manual,delantera,6,85,115,300,202,10.2,7,2021,,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/ford-mustang-ocasion/mustang-fastback-5-0-ti-vct-mach-i-ref13788725,26/11/2024,19899,GYATA,C,12.0,52890.0,65072.0,4784.0,1916.0,1381.0,408.0,4,2720,2041,2,12.4,8.8,16.6,61.0,Gasolina,5038,Manual,trasera,6,338,460,529,250,,6,2021,284.0,8,Turbo,FORD,MUSTANG
Madrid,https://www.autocasion.com/coches-segunda-mano/ford-mustang-mach-e-ocasion/mustang-mach-e-gt-awd-rango-extendido-ref13788723,26/11/2024,24973,GYATA,0 EMISIONES,12.0,47890.0,81428.0,4713.0,1881.0,1624.0,402.0,5,2972,2690,5,,,,,Eléctrico,,Automático,total permanente,1,358,487,860,200,3.7,1,2022,,,,FORD,MUSTANG SUV
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-1-5-tsi-sport-dsg-ref14194883,26/11/2024,100513,JARMAUTO,C,12.0,26500.0,39984.0,4486.0,1839.0,1632.0,615.0,5,2677,2140,5,5.8,4.1,7.5,58.0,Gasolina,1498,Automático,delantera,7,110,150,250,200,9.2,10,2019,129.0,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-roc-ocasion/t-roc-1-5-tsi-r-line-ref14203932,26/11/2024,15739,JARMAUTO,C,12.0,28900.0,38617.0,4234.0,1819.0,1573.0,445.0,5,2590,1850,5,,,,50.0,Gasolina,1498,Manual,delantera,6,110,150,250,205,8.4,10,2022,,4,Turbo,VOLKSWAGEN,T-ROC
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-roc-ocasion/t-roc-1-5-tsi-life-ref14241810,26/11/2024,22511,JARMAUTO,C,12.0,26900.0,34407.0,4234.0,1819.0,1573.0,445.0,5,2590,1850,5,,,,50.0,Gasolina,1498,Manual,delantera,6,110,150,250,205,8.4,7,2023,,4,Turbo,VOLKSWAGEN,T-ROC
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-5-etsi-style-dsg-ref14203937,26/11/2024,59755,JARMAUTO,ECO,12.0,24900.0,36809.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,4.8,4.0,6.0,50.0,Gasolina,1498,Automático,delantera,7,110,150,250,224,8.5,10,2020,109.0,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-5-tsi-first-edition-advance-96kw-ref14288256,26/11/2024,71910,JARMAUTO,C,12.0,20500.0,29475.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,5.1,3.9,6.2,50.0,Gasolina,1498,Manual,delantera,6,96,130,200,214,9.2,9,2020,116.0,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-r-line-dsg-110kw-ref14218356,26/11/2024,30936,JARMAUTO,C,12.0,37800.0,50459.0,4509.0,1839.0,1675.0,615.0,5,2677,2170,5,,,,58.0,Diesel,1968,Automático,delantera,7,110,150,360,200,9.3,4,2023,,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-arteon-ocasion/arteon-shooting-brake-2-0tdi-r-line110kw-ref14208208,26/11/2024,32379,JARMAUTO,C,12.0,38200.0,60619.0,4866.0,1871.0,1462.0,590.0,5,2840,2170,5,,,,66.0,Diesel,1968,Automático,delantera,7,110,150,360,220,9.1,2,2023,,4,Turbo de geometría variable,VOLKSWAGEN,ARTEON
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-5-etsi-style-dsg-ref14288260,26/11/2024,81297,JARMAUTO,ECO,12.0,24100.0,36809.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,4.8,4.0,6.0,50.0,Gasolina,1498,Automático,delantera,7,110,150,250,224,8.5,9,2020,109.0,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-sport-4motion-dsg-190-ref14288258,26/11/2024,102841,JARMAUTO,C,12.0,30400.0,47034.0,4486.0,1839.0,1643.0,615.0,5,2681,2330,5,5.6,3.9,7.2,58.0,Diesel,1968,Automático,total permanente,7,140,190,400,212,7.9,6,2020,141.0,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-km0/km-0/volkswagen-taigo-km0/taigo-1-0-tsi-life-81kw-ref14203930,26/11/2024,2582,JARMAUTO,C,12.0,22400.0,28530.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,191,10.9,2,2024,,3,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-km0/km-0/volkswagen-polo-km0/polo-2-0-tsi-gti-dsg-81kw-ref14203929,26/11/2024,433,JARMAUTO,C,12.0,31900.0,36629.0,4074.0,1751.0,1431.0,305.0,5,2548,1640,5,,,,40.0,Gasolina,1984,Manual,delantera,7,152,207,320,240,6.5,2,2024,,4,Turbo,VOLKSWAGEN,POLO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-1-4-ehibrid-life-180kw-ref14203931,26/11/2024,17984,JARMAUTO,0 EMISIONES,12.0,37500.0,50138.0,4509.0,1839.0,1672.0,615.0,5,2680,2140,5,,,,45.0,Híbrido Enchufable,1395,Automático,delantera,6,180,245,400,205,7.5,7,2023,,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0-tsi-sport-4motion-dsg-140kw-ref14293092,26/11/2024,136072,JARMAUTO,C,12.0,26500.0,45910.0,4486.0,1839.0,1643.0,615.0,5,2681,2260,5,7.4,6.4,8.4,58.0,Gasolina,1984,Automático,total permanente,7,140,190,320,216,7.2,7,2019,161.0,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-r-line-dsg-110kw-ref14304538,26/11/2024,15311,JARMAUTO,C,12.0,39200.0,50459.0,4509.0,1839.0,1675.0,615.0,5,2677,2170,5,,,,58.0,Diesel,1968,Automático,delantera,7,110,150,360,200,9.3,10,2023,,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-sport-95-ref14288254,26/11/2024,38199,JARMAUTO,C,12.0,15900.0,18507.0,4053.0,1751.0,1461.0,355.0,5,2548,1640,5,4.6,4.0,5.5,40.0,Gasolina,,Manual,delantera,5,70,95,175,187,10.8,6,2020,106.0,3,Turbo,VOLKSWAGEN,POLO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-0-tsi-sport-85kw-ref14288255,26/11/2024,35142,JARMAUTO,C,12.0,19900.0,24372.0,4110.0,1782.0,1558.0,455.0,5,2563,1730,5,4.9,4.6,5.8,40.0,Gasolina,,Manual,delantera,6,85,115,200,193,10.2,7,2020,113.0,3,Turbo,VOLKSWAGEN,T-CROSS
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-2-0tdi-life-dsg-85kw-ref14218355,26/11/2024,13634,JARMAUTO,C,12.0,27200.0,36288.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,,,,50.0,Diesel,1968,Automático,delantera,7,85,115,300,202,10.2,11,2023,,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref14342190,26/11/2024,34296,JARMAUTO,C,12.0,15700.0,19092.0,4053.0,1751.0,1461.0,355.0,5,2548,1640,5,4.6,4.0,5.5,40.0,Gasolina,,Manual,delantera,5,70,95,175,187,10.8,4,2021,104.0,3,Turbo,VOLKSWAGEN,POLO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-taigo-ocasion/taigo-1-5-tsi-r-line-dsg-110kw-ref14321097,26/11/2024,23388,JARMAUTO,C,12.0,26900.0,34229.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,1498,Automático,delantera,7,110,150,250,212,8.3,4,2023,,4,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-taigo-ocasion/taigo-1-0-tsi-life-dsg-70kw-ref14304537,26/11/2024,11582,JARMAUTO,C,12.0,19200.0,27480.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,5,70,95,175,183,11.1,11,2023,,3,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-km0/km-0/volkswagen-taigo-km0/taigo-1-0-tsi-mas-81kw-ref14373636,26/11/2024,1607,JARMAUTO,C,12.0,22400.0,28730.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,191,10.9,5,2024,,3,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-km0/km-0/volkswagen-taigo-km0/taigo-1-0-tsi-life-81kw-ref14346199,26/11/2024,1851,JARMAUTO,C,12.0,22400.0,28530.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,191,10.9,5,2024,,3,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-taigo-ocasion/taigo-1-5-tsi-r-line-dsg-110kw-ref14342188,26/11/2024,23000,JARMAUTO,C,12.0,27900.0,34229.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,1498,Automático,delantera,7,110,150,250,212,8.3,4,2023,,4,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-taigo-ocasion/taigo-1-0-tsi-life-81kw-ref14378241,26/11/2024,14977,JARMAUTO,C,12.0,21500.0,28530.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,191,10.9,9,2023,,3,Turbo,VOLKSWAGEN,TAIGO
Córdoba,https://www.autocasion.com/coches-segunda-mano/volkswagen-id-7-ocasion/id-7-pro-210-kw-ref14412411,26/11/2024,6726,Holamotor Córdoba,0 EMISIONES,12.0,68000.0,58008.0,4691.0,1862.0,1536.0,532.0,5,2971,2630,4,,,,,Eléctrico,,Automático,trasera,1,210,286,550,180,6.5,1,2024,,,Turbo,VOLKSWAGEN,ID.7
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-t6-recharge-plus-dark-ref14378364,26/11/2024,1,AUTO ELIA,0 EMISIONES,12.0,63500.0,70688.0,4708.0,1902.0,1651.0,483.0,5,2865,2660,5,,,,71.0,Híbrido Enchufable,1969,Automático,total permanente,8,258,350,660,230,5.3,7,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-core-fwd-aut-1-ref14425088,26/11/2024,2,AUTO ELIA,ECO,12.0,46900.0,57950.0,4708.0,1902.0,1653.0,483.0,5,2865,2460,5,,,,71.0,Diesel,1969,Automático,delantera,8,145,197,400,205,8.4,12,2023,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volkswagen-taigo-km0/taigo-1-0-tsi-mas-81kw-ref14378240,26/11/2024,2594,JARMAUTO,C,12.0,21700.0,28730.0,4266.0,1757.0,1515.0,440.0,5,2554,1780,5,,,,40.0,Gasolina,,Manual,delantera,6,81,110,200,191,10.9,5,2024,,3,Turbo,VOLKSWAGEN,TAIGO
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-plus-dark-awd-aut-ref14395580,26/11/2024,1,AUTO ELIA,ECO,12.0,56500.0,64419.0,4708.0,1902.0,1653.0,483.0,5,2865,2540,5,,,,71.0,Diesel,1969,Automático,total permanente,8,145,197,400,205,8.4,7,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-plus-dark-awd-aut-ref14395579,26/11/2024,1,AUTO ELIA,ECO,12.0,58900.0,64419.0,4708.0,1902.0,1653.0,483.0,5,2865,2540,5,,,,71.0,Diesel,1969,Automático,total permanente,8,145,197,400,205,8.4,7,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-v60-km0/v60-b4-core-aut-ref14412688,26/11/2024,1,AUTO ELIA,ECO,12.0,42500.0,53778.0,4778.0,1850.0,1432.0,519.0,5,2872,2290,5,,,,60.0,Diesel,1969,Automático,delantera,8,145,197,400,220,7.9,7,2024,,4,Turbo de geometría variable,VOLVO,V60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-plus-dark-awd-aut-ref14400915,26/11/2024,1,AUTO ELIA,ECO,12.0,59900.0,64419.0,4708.0,1902.0,1653.0,483.0,5,2865,2540,5,,,,71.0,Diesel,1969,Automático,total permanente,8,145,197,400,205,8.4,7,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-core-fwd-aut-1-ref14081160,26/11/2024,1,AUTO ELIA,ECO,12.0,50500.0,57950.0,4708.0,1902.0,1653.0,483.0,5,2865,2460,5,,,,71.0,Diesel,1969,Automático,delantera,8,145,197,400,205,8.4,6,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-b3-core-aut-1-ref14331376,26/11/2024,1,AUTO ELIA,C,12.0,37900.0,45555.0,,,,,,,,,,,,,,,Automático,,,,,,,,8,2024,,,,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-b3-core-aut-1-ref14331380,26/11/2024,1,AUTO ELIA,C,12.0,37900.0,45555.0,,,,,,,,,,,,,,,Automático,,,,,,,,8,2024,,,,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-core-fwd-aut-1-ref14081158,26/11/2024,5,AUTO ELIA,ECO,12.0,50500.0,57950.0,4708.0,1902.0,1653.0,483.0,5,2865,2460,5,,,,71.0,Diesel,1969,Automático,delantera,8,145,197,400,205,8.4,6,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-t2-core-aut-1-ref14331358,26/11/2024,1,AUTO ELIA,C,12.0,33300.0,43480.0,4440.0,1863.0,1652.0,452.0,5,2702,2120,5,,,,54.0,Gasolina,1477,Automático,delantera,8,95,129,265,200,9.4,8,2024,,3,Turbo,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-b3-core-aut-1-ref14331378,26/11/2024,1,AUTO ELIA,C,12.0,37900.0,45555.0,,,,,,,,,,,,,,,Automático,,,,,,,,8,2024,,,,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc60-km0/xc60-b4-core-fwd-aut-1-ref14081157,26/11/2024,1,AUTO ELIA,ECO,12.0,47500.0,57950.0,4708.0,1902.0,1653.0,483.0,5,2865,2460,5,,,,71.0,Diesel,1969,Automático,delantera,8,145,197,400,205,8.4,6,2024,,4,Turbo de geometría variable,VOLVO,XC60
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-t2-core-aut-1-ref14331357,26/11/2024,1,AUTO ELIA,C,12.0,33900.0,43480.0,4440.0,1863.0,1652.0,452.0,5,2702,2120,5,,,,54.0,Gasolina,1477,Automático,delantera,8,95,129,265,200,9.4,8,2024,,3,Turbo,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-b3-core-aut-1-ref14331377,26/11/2024,5,AUTO ELIA,C,12.0,37900.0,45555.0,,,,,,,,,,,,,,,Automático,,,,,,,,8,2024,,,,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-t2-core-aut-1-ref14331359,26/11/2024,1,AUTO ELIA,C,12.0,33300.0,43480.0,4440.0,1863.0,1652.0,452.0,5,2702,2120,5,,,,54.0,Gasolina,1477,Automático,delantera,8,95,129,265,200,9.4,8,2024,,3,Turbo,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-km0/km-0/volvo-xc40-km0/xc40-b3-core-aut-1-ref14331367,26/11/2024,1,AUTO ELIA,C,12.0,37900.0,45555.0,,,,,,,,,,,,,,,Automático,,,,,,,,8,2024,,,,VOLVO,XC40
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-r-line-dsg-110kw-ref14395725,26/11/2024,22753,JARMAUTO,C,12.0,38900.0,50459.0,4509.0,1839.0,1675.0,615.0,5,2677,2170,5,,,,58.0,Diesel,1968,Automático,delantera,7,110,150,360,200,9.3,2,2023,,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-urban-sport-90kw-ref14395723,26/11/2024,20974,JARMAUTO,C,12.0,30400.0,41639.0,4509.0,1839.0,1675.0,615.0,5,2677,2120,5,,,,58.0,Diesel,1968,Manual,delantera,6,90,123,320,191,,2,2023,,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-r-line-dsg-110kw-ref14395724,26/11/2024,21228,JARMAUTO,C,12.0,39200.0,50459.0,4509.0,1839.0,1675.0,615.0,5,2677,2170,5,,,,58.0,Diesel,1968,Automático,delantera,7,110,150,360,200,9.3,7,2023,,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-sport-4motion-dsg-150-1-ref14412725,26/11/2024,46790,JARMAUTO,C,12.0,33500.0,46074.0,4486.0,1839.0,1643.0,615.0,5,2677,2330,5,5.3,3.1,6.9,58.0,Diesel,1968,Automático,total permanente,7,110,150,340,200,9.3,5,2020,134.0,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-5-etsi-life-dsg-ref14412723,26/11/2024,109488,JARMAUTO,ECO,12.0,19700.0,35379.0,4284.0,1789.0,1456.0,380.0,5,2619,1880,5,,,,50.0,Gasolina,1498,Automático,delantera,7,110,150,250,224,8.5,12,2020,,4,Turbo de geometría variable,VOLKSWAGEN,GOLF
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-sport-4motion-dsg-190-ref14417648,26/11/2024,95101,JARMAUTO,C,12.0,33900.0,47034.0,4486.0,1839.0,1643.0,615.0,5,2681,2330,5,5.6,3.9,7.2,58.0,Diesel,1968,Automático,total permanente,7,140,190,400,212,7.9,7,2020,141.0,4,Turbo de geometría variable,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-1-5-tsi-ready2go-96kw-ref14417644,26/11/2024,47061,JARMAUTO,C,12.0,25700.0,33184.0,4486.0,1839.0,1632.0,615.0,5,2677,2140,5,5.9,4.1,7.6,58.0,Gasolina,1498,Manual,delantera,6,96,130,220,192,10.2,9,2020,134.0,4,Turbo,VOLKSWAGEN,TIGUAN
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-arteon-ocasion/arteon-1-5-tsi-evo-r-line-dsg7-110kw-ref14425187,26/11/2024,92604,JARMAUTO,C,12.0,27400.0,45401.0,4862.0,1871.0,1450.0,563.0,5,2837,2030,5,5.8,4.8,7.4,66.0,Gasolina,1498,Automático,delantera,7,110,149,250,222,9.0,5,2019,136.0,4,Turbo,VOLKSWAGEN,ARTEON
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-roc-ocasion/t-roc-1-5-tsi-advance-r-line-ref14417643,26/11/2024,38532,JARMAUTO,C,12.0,24800.0,29198.0,4234.0,1819.0,1573.0,445.0,5,2590,1850,5,,,,50.0,Gasolina,1498,Manual,delantera,6,110,150,250,205,8.4,12,2021,,4,Turbo,VOLKSWAGEN,T-ROC
Córdoba,https://www.autocasion.com/coches-segunda-mano/volkswagen-touareg-ocasion/touareg-3-0tdi-v6-r-line-tiptronic-4motion-ref14412494,26/11/2024,7800,Holamotor Córdoba,C,12.0,81400.0,101300.0,4878.0,1984.0,1702.0,810.0,5,2894,2850,5,8.6,6.0,11.1,75.0,Diesel,2967,Automático,total permanente,8,210,286,600,238,6.1,10,2023,184.0,6,Turbo,VOLKSWAGEN,TOUAREG
Madrid,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-glc-ocasion/glc-220d-4matic-9g-tronic-ref14436726,26/11/2024,68969,GYATA,C,12.0,42590.0,55136.0,4658.0,1890.0,1644.0,550.0,5,2873,2500,5,5.2,3.6,6.8,66.0,Diesel,1950,Automático,total permanente,9,143,194,400,215,7.9,4,2021,137.0,4,Turbo de geometría variable,MERCEDES-BENZ,CLASE GLC
Madrid,https://www.autocasion.com/coches-segunda-mano/ford-kuga-ocasion/kuga-2-5-duratec-phev-st-line-x-4x2-ref14436722,26/11/2024,14157,GYATA,0 EMISIONES,12.0,33490.0,48473.0,4614.0,1883.0,1678.0,405.0,5,2710,2320,5,1.2,,,45.0,Híbrido Enchufable,2500,Automático,delantera,8,165,225,200,200,9.2,6,2023,26.0,4,Turbo,FORD,KUGA
Córdoba,https://www.autocasion.com/coches-segunda-mano/skoda-kodiaq-ocasion/kodiaq-2-0tdi-rs-4x4-dsg-180kw-ref14412391,26/11/2024,20342,Holamotor Córdoba,C,12.0,49500.0,55845.0,4697.0,1882.0,1676.0,650.0,5,2791,2373,5,,,,60.0,Gasolina,1984,Automático,total permanente,7,180,245,370,234,9.9,5,2023,,4,Turbo,SKODA,KODIAQ
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref14484679,26/11/2024,86341,JARMAUTO,C,12.0,13800.0,19092.0,4053.0,1751.0,1461.0,355.0,5,2548,1640,5,4.6,4.0,5.5,40.0,Gasolina,,Manual,delantera,5,70,95,175,187,10.8,8,2020,104.0,3,Turbo,VOLKSWAGEN,POLO
Madrid,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref14515000,26/11/2024,39247,JARMAUTO,C,12.0,15200.0,19092.0,4053.0,1751.0,1461.0,355.0,5,2548,1640,5,4.6,4.0,5.5,40.0,Gasolina,,Manual,delantera,5,70,95,175,187,10.8,4,2021,104.0,3,Turbo,VOLKSWAGEN,POLO
